gender,age_at_enrollment,gpa,tuition_debt,scholarship,failed_subjects,credits_enrolled,credits_passed,warning_level,target_binary,source_target
0,20,14.0,0,0,0,12,12,0,0,Graduate
0,19,13.0,0,0,0,14,14,0,0,Graduate
0,21,11.0,0,0,6,10,4,2,1,Dropout
0,18,13.0,0,0,0,10,10,0,0,Graduate
0,19,11.93,0,1,2,12,10,1,0,Graduate
0,18,14.02,0,0,0,15,15,0,0,Graduate
0,19,13.31,0,1,2,16,14,0,0,Graduate
0,18,10.55,0,1,4,10,6,1,0,Graduate
0,18,11.38,0,1,4,12,8,1,0,Enrolled
0,18,13.79,0,0,0,12,12,0,0,Graduate
0,18,14.41,0,1,1,10,9,0,0,Graduate
0,18,6.5,0,0,10,12,2,2,1,Dropout
0,18,14.17,0,1,0,12,12,0,0,Enrolled
0,18,0.0,0,0,12,12,0,2,1,Dropout
0,18,13.58,0,0,0,12,12,0,0,Graduate
0,20,12.42,0,1,0,8,8,0,0,Graduate
0,18,11.47,0,0,2,12,10,1,0,Enrolled
0,18,11.1,0,0,2,12,10,1,0,Graduate
0,20,12.79,0,1,2,16,14,0,0,Graduate
0,40,11.41,0,0,2,15,13,1,0,Graduate
0,18,12.21,0,1,2,15,13,0,0,Graduate
0,19,11.9,0,0,2,12,10,1,0,Graduate
0,24,0.0,0,0,10,10,0,2,1,Dropout
0,19,13.17,0,0,0,12,12,0,1,Dropout
0,19,14.1,0,0,2,16,14,0,0,Graduate
0,20,12.67,0,1,2,15,13,0,0,Graduate
0,18,15.55,0,0,0,15,15,0,0,Graduate
0,18,0.0,0,1,0,0,0,2,0,Graduate
0,19,14.58,0,0,0,15,15,0,0,Graduate
0,18,15.02,0,0,0,15,15,0,1,Dropout
0,19,13.0,0,0,1,12,11,0,0,Graduate
0,19,15.32,0,1,0,15,15,0,0,Graduate
0,19,14.19,0,1,1,15,14,0,0,Graduate
0,19,12.37,0,1,1,15,14,0,1,Dropout
0,19,14.57,0,0,2,14,12,0,0,Graduate
0,25,11.22,1,0,1,10,9,1,1,Dropout
0,20,12.69,0,0,2,16,14,0,0,Graduate
0,23,13.41,1,0,7,18,11,2,1,Dropout
0,20,0.0,0,0,12,12,0,2,1,Dropout
0,27,11.08,0,0,1,12,11,1,0,Graduate
0,18,14.44,0,0,0,16,16,0,0,Graduate
0,18,12.68,1,0,3,12,9,1,0,Enrolled
0,23,14.31,1,0,3,22,19,1,1,Dropout
0,19,13.42,0,1,2,14,12,0,0,Graduate
0,18,11.87,0,0,0,10,10,1,0,Graduate
0,20,13.96,0,0,0,15,15,0,0,Graduate
0,18,13.0,0,0,3,12,9,1,0,Graduate
0,19,14.75,0,1,0,16,16,0,0,Graduate
0,19,13.74,0,1,0,12,12,0,0,Graduate
0,19,12.5,0,0,3,12,9,1,0,Enrolled
0,18,14.3,0,0,1,10,9,0,0,Graduate
0,18,12.7,0,0,1,12,11,0,0,Graduate
0,18,12.67,0,0,0,12,12,0,0,Graduate
0,28,11.86,0,0,0,19,19,1,1,Dropout
0,19,13.25,0,0,7,12,5,2,1,Dropout
0,20,0.0,1,0,0,0,0,2,1,Dropout
0,19,13.57,0,1,2,15,13,0,0,Graduate
0,20,12.92,0,1,0,12,12,0,0,Graduate
0,19,12.1,0,1,2,12,10,0,0,Graduate
0,21,12.4,0,0,3,12,9,1,0,Enrolled
0,19,14.14,0,1,0,14,14,0,0,Graduate
0,18,12.67,0,1,0,12,12,0,0,Graduate
0,19,0.0,0,0,12,12,0,2,1,Dropout
0,19,13.67,0,1,0,12,12,0,0,Graduate
0,20,12.08,1,0,1,12,11,0,0,Graduate
0,18,12.37,0,0,3,14,11,1,0,Enrolled
0,18,0.0,0,0,0,0,0,2,0,Enrolled
0,18,12.0,0,0,1,10,9,0,0,Graduate
0,18,0.0,0,0,12,12,0,2,1,Dropout
0,18,11.33,0,0,1,12,11,1,0,Graduate
0,20,11.79,0,0,1,12,11,1,1,Dropout
0,19,12.93,0,1,0,15,15,0,0,Graduate
0,21,12.17,1,0,6,12,6,2,1,Dropout
0,20,0.0,1,0,12,12,0,2,1,Dropout
0,18,11.72,0,0,3,12,9,1,0,Graduate
0,20,12.75,0,1,0,12,12,0,0,Graduate
0,19,14.07,0,1,0,16,16,0,0,Graduate
0,22,13.72,0,0,1,10,9,0,1,Dropout
0,22,0.0,0,0,8,8,0,2,1,Dropout
0,18,11.12,0,0,5,12,7,1,0,Enrolled
0,21,10.87,0,0,7,20,13,2,0,Enrolled
0,19,12.3,0,0,5,12,7,1,0,Graduate
0,19,0.0,0,0,0,0,0,2,1,Dropout
0,20,14.9,0,1,2,16,14,0,1,Dropout
0,18,12.55,1,1,0,15,15,0,0,Graduate
0,22,10.8,0,0,5,17,12,1,1,Dropout
0,20,12.53,0,0,1,10,9,0,0,Graduate
0,19,12.33,0,0,0,12,12,0,0,Graduate
0,19,12.73,0,1,1,15,14,0,0,Graduate
0,20,12.56,0,1,3,14,11,1,0,Enrolled
0,25,11.0,0,0,4,10,6,1,0,Enrolled
0,19,13.91,0,1,2,15,13,0,0,Graduate
0,19,13.12,0,0,0,16,16,0,0,Graduate
0,19,0.0,0,0,11,11,0,2,1,Dropout
0,20,13.14,0,0,2,15,13,0,0,Graduate
0,25,11.78,0,0,3,15,12,1,0,Enrolled
0,20,12.33,0,1,2,14,12,0,0,Graduate
0,24,16.08,0,0,3,12,9,1,0,Enrolled
0,20,13.27,0,0,0,10,10,0,0,Graduate
0,21,13.92,0,0,0,15,15,0,0,Graduate
0,19,13.0,1,1,1,12,11,0,0,Graduate
0,19,13.17,0,1,0,12,12,0,0,Graduate
0,21,13.1,0,1,1,10,9,0,0,Graduate
0,28,16.79,0,0,0,15,15,0,0,Graduate
0,19,10.8,1,1,2,12,10,1,0,Graduate
0,18,13.8,0,1,0,10,10,0,0,Graduate
0,18,12.11,0,1,2,16,14,0,0,Graduate
0,18,13.06,0,1,0,16,16,0,0,Graduate
0,22,13.29,0,0,2,16,14,0,0,Graduate
0,19,10.83,0,0,3,10,7,1,0,Enrolled
0,18,14.62,0,1,0,15,15,0,0,Graduate
0,20,0.0,0,0,12,12,0,2,1,Dropout
0,26,11.12,0,0,12,19,7,2,1,Dropout
0,18,13.81,0,1,0,12,12,0,0,Graduate
0,21,11.92,0,1,3,12,9,1,1,Dropout
0,18,13.3,0,0,2,16,14,0,0,Graduate
0,20,14.09,0,0,0,12,12,0,0,Graduate
0,18,13.1,0,0,1,15,14,0,0,Graduate
0,19,11.7,0,1,2,10,8,1,0,Enrolled
0,20,14.38,0,0,2,10,8,0,1,Dropout
0,18,12.95,1,1,0,12,12,0,0,Graduate
0,20,12.31,0,1,3,10,7,1,0,Enrolled
0,22,12.8,0,0,2,12,10,0,0,Graduate
0,18,0.0,0,0,0,0,0,2,0,Enrolled
0,21,11.45,0,0,1,10,9,1,0,Graduate
0,18,12.08,0,0,2,14,12,0,0,Enrolled
0,18,13.49,0,0,2,16,14,0,0,Graduate
0,18,11.64,0,1,0,12,12,1,0,Graduate
0,19,0.0,0,0,0,0,0,2,1,Dropout
0,19,12.38,0,0,4,10,6,1,0,Enrolled
0,19,13.35,0,0,4,14,10,1,0,Enrolled
0,19,13.26,0,0,2,16,14,0,0,Graduate
0,19,12.12,0,0,2,10,8,0,0,Enrolled
0,19,10.83,0,0,8,12,4,2,1,Dropout
0,21,13.04,0,1,0,12,12,0,0,Graduate
0,20,11.82,0,1,2,12,10,1,0,Graduate
0,20,13.74,0,1,0,10,10,0,0,Graduate
0,41,11.4,0,0,0,10,10,1,0,Graduate
0,32,13.13,0,0,3,14,11,1,0,Enrolled
0,18,14.65,0,0,2,16,14,0,0,Graduate
0,35,11.33,0,1,0,12,12,1,0,Graduate
0,32,6.85,1,0,10,14,4,2,1,Dropout
0,37,14.24,0,0,0,19,19,0,0,Graduate
0,30,11.45,0,0,1,15,14,1,1,Dropout
1,23,12.67,0,0,1,12,11,0,0,Graduate
0,20,13.93,0,1,0,12,12,0,1,Dropout
1,21,11.62,0,0,2,10,8,1,0,Graduate
1,19,12.2,0,0,0,10,10,0,0,Graduate
1,18,15.07,0,1,2,16,14,0,0,Graduate
1,18,11.0,0,0,8,10,2,2,1,Dropout
1,24,12.33,0,0,1,10,9,0,0,Enrolled
1,22,12.8,0,0,4,12,8,1,0,Graduate
1,18,11.12,0,0,5,12,7,1,1,Dropout
0,18,12.87,0,0,1,12,11,0,0,Graduate
1,21,14.4,0,0,2,12,10,0,0,Graduate
0,38,10.92,1,0,9,14,5,2,1,Dropout
0,19,12.57,0,1,0,15,15,0,0,Graduate
0,36,11.92,0,0,7,14,7,2,1,Dropout
0,18,11.88,0,0,2,10,8,1,0,Graduate
0,19,12.25,0,0,2,15,13,0,0,Graduate
0,21,13.48,1,0,6,19,13,2,1,Dropout
0,19,12.77,0,0,3,15,12,1,0,Enrolled
0,18,11.71,0,1,1,12,11,1,0,Graduate
0,45,12.83,0,0,0,21,21,0,0,Enrolled
0,20,10.5,0,0,8,10,2,2,1,Dropout
0,18,11.58,1,0,2,12,10,1,0,Graduate
0,18,13.57,0,1,0,12,12,0,0,Graduate
0,25,0.0,0,0,10,10,0,2,1,Dropout
0,19,12.04,0,0,2,16,14,0,0,Graduate
0,18,0.0,0,1,0,0,0,2,0,Graduate
0,39,14.18,0,0,0,25,25,0,0,Graduate
0,29,15.38,0,0,0,31,31,0,0,Graduate
0,18,12.11,0,0,1,14,13,0,0,Enrolled
0,23,5.0,0,0,7,9,2,2,1,Dropout
0,21,11.29,0,0,5,12,7,1,1,Dropout
0,18,14.83,0,0,0,12,12,0,0,Graduate
0,23,15.97,0,0,0,12,12,0,0,Graduate
0,18,15.14,0,0,0,12,12,0,0,Graduate
0,32,12.98,0,0,1,12,11,0,0,Graduate
0,29,12.73,1,0,5,10,5,1,1,Dropout
0,20,11.68,1,1,3,12,9,1,0,Graduate
0,28,6.5,0,0,11,12,1,2,1,Dropout
0,27,12.81,0,0,3,10,7,1,0,Graduate
0,22,12.33,1,0,4,28,24,1,0,Graduate
0,37,12.89,1,0,0,12,12,0,0,Enrolled
0,28,5.5,0,0,11,12,1,2,1,Dropout
0,43,11.38,1,0,4,12,8,1,1,Dropout
0,32,0.0,0,0,15,15,0,2,1,Dropout
0,20,11.12,0,1,3,12,9,1,0,Enrolled
0,35,13.63,0,1,0,16,16,0,0,Graduate
0,21,12.25,0,0,3,10,7,1,0,Graduate
0,18,12.88,0,1,1,14,13,0,0,Enrolled
0,18,16.64,0,1,0,15,15,0,0,Graduate
0,18,12.0,0,0,3,12,9,1,0,Graduate
0,22,12.89,0,0,0,12,12,0,0,Graduate
0,19,12.76,0,0,2,16,14,0,0,Graduate
0,18,12.96,0,1,0,10,10,0,0,Graduate
0,19,0.0,1,0,0,0,0,2,1,Dropout
0,18,15.14,0,1,0,15,15,0,0,Graduate
0,31,0.0,1,0,10,10,0,2,1,Dropout
0,33,13.17,1,1,1,12,11,0,0,Graduate
0,19,13.58,0,1,0,16,16,0,0,Graduate
0,18,15.49,0,1,0,12,12,0,0,Graduate
0,23,11.13,0,0,2,10,8,1,0,Graduate
0,20,11.6,0,0,1,12,11,1,0,Graduate
0,18,13.76,0,0,0,16,16,0,0,Graduate
0,21,12.72,1,0,5,18,13,1,0,Enrolled
0,22,11.46,0,1,2,12,10,1,0,Graduate
0,20,11.92,1,0,0,12,12,1,0,Graduate
0,23,14.36,0,0,2,14,12,0,0,Graduate
0,19,12.75,0,0,0,12,12,0,0,Graduate
0,19,13.93,0,0,2,16,14,0,0,Graduate
0,26,11.5,0,0,5,10,5,1,1,Dropout
0,18,13.59,0,0,0,15,15,0,0,Graduate
1,18,8.0,0,0,9,10,1,2,1,Dropout
1,20,13.16,0,0,0,12,12,0,0,Graduate
1,19,0.0,0,0,12,12,0,2,1,Dropout
1,32,11.2,0,0,4,13,9,1,1,Dropout
1,31,11.33,0,0,4,9,5,1,1,Dropout
1,25,10.5,0,0,8,10,2,2,0,Enrolled
0,21,13.33,0,0,2,12,10,0,0,Graduate
0,31,10.88,0,0,6,11,5,2,1,Dropout
0,34,11.5,0,0,12,14,2,2,1,Dropout
0,18,13.17,0,1,0,12,12,0,0,Graduate
0,19,0.0,1,0,12,12,0,2,1,Dropout
0,21,11.5,1,0,10,12,2,2,0,Enrolled
0,18,12.4,0,0,4,12,8,1,1,Dropout
0,20,15.42,0,0,0,12,12,0,0,Graduate
0,20,12.35,0,0,0,12,12,0,0,Graduate
0,18,12.17,0,1,2,12,10,0,0,Graduate
0,19,12.04,0,0,2,12,10,0,0,Graduate
0,19,7.38,0,0,6,10,4,2,0,Enrolled
0,30,5.0,0,1,11,12,1,2,1,Dropout
0,19,12.43,0,0,0,12,12,0,0,Graduate
0,19,12.74,0,0,0,15,15,0,0,Graduate
0,19,13.6,0,1,2,16,14,0,0,Graduate
0,19,15.94,0,0,0,12,12,0,0,Graduate
0,20,11.65,0,0,1,12,11,1,0,Graduate
1,25,7.0,1,0,9,11,2,2,1,Dropout
1,19,0.0,0,0,12,12,0,2,1,Dropout
0,34,16.17,1,1,0,12,12,0,0,Graduate
0,18,11.79,0,1,2,16,14,1,0,Graduate
0,18,13.42,0,1,0,16,16,0,0,Graduate
0,20,13.33,0,0,1,12,11,0,0,Graduate
0,20,12.46,0,1,2,16,14,0,0,Graduate
0,23,12.49,1,0,7,20,13,2,0,Enrolled
0,28,5.0,0,0,11,12,1,2,1,Dropout
0,18,12.51,0,0,1,12,11,0,0,Enrolled
0,19,12.5,0,0,1,10,9,0,0,Graduate
0,34,11.0,0,0,4,10,6,1,1,Dropout
0,35,0.0,0,0,13,13,0,2,1,Dropout
0,32,11.97,0,0,0,10,10,1,0,Graduate
0,19,12.83,0,0,0,12,12,0,0,Graduate
0,18,13.13,0,0,3,12,9,1,0,Graduate
0,35,12.15,0,0,1,10,9,0,1,Dropout
1,24,11.88,0,1,4,12,8,1,0,Enrolled
0,20,12.17,0,1,0,12,12,0,0,Graduate
1,18,13.25,0,1,0,12,12,0,0,Graduate
1,20,13.02,0,1,2,16,14,0,0,Graduate
1,18,0.0,0,0,12,12,0,2,1,Dropout
1,18,17.95,0,1,0,10,10,0,0,Graduate
1,20,11.25,0,1,2,10,8,1,0,Graduate
1,19,13.08,0,0,2,14,12,0,1,Dropout
1,20,12.59,0,1,1,12,11,0,0,Enrolled
1,19,12.33,0,0,0,12,12,0,0,Graduate
1,20,12.05,0,0,3,12,9,1,0,Graduate
1,22,14.05,0,0,2,15,13,0,0,Graduate
1,18,13.56,0,1,1,11,10,0,0,Enrolled
1,19,14.29,0,0,2,16,14,0,0,Graduate
1,22,10.88,0,0,7,12,5,2,1,Dropout
1,20,16.2,0,0,0,10,10,0,0,Graduate
1,34,0.0,1,0,12,12,0,2,1,Dropout
1,24,5.0,0,0,10,11,1,2,1,Dropout
1,26,0.0,0,0,10,10,0,2,1,Dropout
1,35,12.49,0,0,5,14,9,1,1,Dropout
1,22,12.11,0,0,0,10,10,0,0,Graduate
1,26,11.0,0,0,5,12,7,1,0,Enrolled
1,19,6.17,0,0,7,10,3,2,1,Dropout
1,19,0.0,0,0,12,12,0,2,1,Dropout
1,20,0.0,1,0,0,0,0,2,0,Graduate
1,21,12.72,1,0,1,19,18,0,0,Graduate
0,19,14.86,0,1,0,12,12,0,0,Graduate
0,18,12.75,0,0,0,12,12,0,0,Graduate
0,23,13.84,0,1,0,22,22,0,0,Graduate
0,18,12.8,0,1,0,10,10,0,0,Graduate
0,18,13.31,0,0,2,16,14,0,0,Graduate
0,19,11.99,0,0,2,16,14,1,0,Graduate
0,21,12.22,0,0,1,20,19,0,0,Graduate
0,18,15.17,0,1,0,12,12,0,0,Graduate
0,24,13.25,0,1,0,12,12,0,0,Graduate
0,18,13.03,0,0,0,15,15,0,1,Dropout
0,18,12.17,0,0,3,12,9,1,0,Enrolled
0,20,14.51,0,0,2,15,13,0,0,Graduate
0,19,11.88,0,0,3,10,7,1,0,Enrolled
0,18,11.33,0,1,6,12,6,2,1,Dropout
0,19,11.5,0,1,5,12,7,1,1,Dropout
0,19,11.9,0,0,2,12,10,1,0,Graduate
0,18,12.25,1,0,0,12,12,0,0,Graduate
0,20,13.75,0,0,2,14,12,0,0,Enrolled
0,18,13.76,0,1,0,16,16,0,0,Graduate
0,19,12.6,0,1,2,14,12,0,0,Graduate
0,18,11.33,0,0,4,10,6,1,0,Enrolled
0,18,14.33,0,0,2,14,12,0,0,Graduate
0,21,12.58,0,0,6,12,6,2,0,Enrolled
0,19,5.0,1,0,11,12,1,2,1,Dropout
0,21,14.66,0,0,0,15,15,0,0,Graduate
0,18,12.62,0,0,5,12,7,1,0,Enrolled
0,18,13.38,0,1,0,15,15,0,0,Graduate
0,18,13.85,0,0,0,15,15,0,0,Graduate
0,23,6.0,0,0,9,10,1,2,1,Dropout
0,20,11.6,0,0,5,12,7,1,0,Enrolled
0,18,13.31,0,0,0,15,15,0,0,Graduate
0,19,11.7,0,0,2,12,10,1,0,Enrolled
0,27,12.14,0,1,2,14,12,0,0,Enrolled
0,19,12.4,1,1,1,10,9,0,0,Enrolled
0,21,11.25,0,0,2,12,10,1,1,Dropout
0,19,11.4,0,1,2,16,14,1,0,Graduate
0,21,11.83,0,1,0,12,12,1,0,Graduate
0,18,12.5,0,0,3,12,9,1,0,Graduate
0,20,13.5,0,1,1,10,9,0,0,Graduate
0,18,13.25,0,1,2,12,10,0,0,Graduate
0,18,11.42,1,1,0,12,12,1,1,Dropout
0,18,13.67,0,0,0,12,12,0,0,Graduate
0,18,12.92,0,1,0,12,12,0,0,Graduate
0,19,12.77,0,1,2,14,12,0,0,Enrolled
0,23,13.25,1,0,1,20,19,0,0,Enrolled
0,24,12.67,0,1,0,12,12,0,0,Graduate
0,19,0.0,0,0,0,0,0,2,0,Graduate
0,18,15.66,0,0,2,16,14,0,0,Graduate
0,19,11.75,0,0,0,12,12,1,0,Graduate
0,19,0.0,0,0,12,12,0,2,1,Dropout
0,20,10.88,0,1,2,12,10,1,0,Enrolled
0,20,13.05,0,0,1,12,11,0,0,Enrolled
0,26,5.88,0,0,8,12,4,2,1,Dropout
1,36,0.0,1,0,10,10,0,2,1,Dropout
1,19,0.0,0,0,0,0,0,2,1,Dropout
1,27,0.0,0,0,10,10,0,2,1,Dropout
1,18,6.5,0,0,9,10,1,2,1,Dropout
1,18,13.33,0,1,2,16,14,0,0,Graduate
1,28,0.0,0,0,12,12,0,2,1,Dropout
1,21,0.0,0,0,0,0,0,2,0,Graduate
1,19,13.7,0,0,2,14,12,0,0,Graduate
1,26,0.0,1,0,10,10,0,2,1,Dropout
1,20,13.66,0,0,1,16,15,0,1,Dropout
1,19,12.2,0,0,2,16,14,0,0,Graduate
1,21,10.5,0,0,3,10,7,1,1,Dropout
1,23,12.93,0,1,1,12,11,0,0,Graduate
1,29,13.0,0,0,0,12,12,0,0,Graduate
1,20,15.03,0,0,2,16,14,0,0,Graduate
1,18,11.86,0,0,0,12,12,1,0,Graduate
1,19,12.2,0,0,2,12,10,0,0,Graduate
1,23,12.5,0,0,9,15,6,2,1,Dropout
1,21,0.0,0,0,0,0,0,2,1,Dropout
1,18,12.25,0,0,1,10,9,0,0,Enrolled
1,18,0.0,0,1,0,0,0,2,0,Graduate
1,21,7.0,1,0,11,12,1,2,1,Dropout
1,22,0.0,0,0,12,12,0,2,1,Dropout
1,21,12.48,0,0,2,14,12,0,0,Graduate
1,32,0.0,0,0,15,15,0,2,1,Dropout
1,27,11.25,0,0,0,31,31,1,0,Graduate
1,18,13.35,0,0,2,14,12,0,0,Graduate
1,24,15.5,0,1,4,12,8,1,0,Graduate
1,22,5.25,0,0,8,10,2,2,1,Dropout
1,22,0.0,0,0,10,10,0,2,1,Dropout
1,19,12.54,0,0,0,10,10,0,0,Graduate
1,19,0.0,0,0,10,10,0,2,1,Dropout
1,21,11.05,0,0,3,10,7,1,0,Enrolled
0,18,13.88,0,1,0,16,16,0,0,Graduate
0,18,11.97,0,0,1,12,11,1,0,Graduate
0,20,0.0,1,0,0,0,0,2,1,Dropout
0,19,13.26,0,0,0,12,12,0,0,Graduate
0,19,12.05,1,0,1,12,11,0,0,Graduate
0,18,11.37,0,1,1,12,11,1,0,Graduate
0,20,13.17,0,0,0,12,12,0,0,Enrolled
0,22,13.67,1,1,0,16,16,0,0,Graduate
0,31,12.03,0,0,1,14,13,0,0,Graduate
0,19,14.29,0,1,0,14,14,0,0,Graduate
0,18,0.0,0,0,0,0,0,2,0,Enrolled
0,18,12.34,0,1,1,12,11,0,0,Graduate
0,21,14.1,0,0,0,10,10,0,0,Graduate
0,18,14.11,0,1,0,15,15,0,0,Graduate
1,25,0.0,1,0,10,10,0,2,1,Dropout
1,21,0.0,1,0,11,11,0,2,1,Dropout
0,19,12.34,0,1,2,16,14,0,0,Graduate
0,19,11.5,0,0,2,12,10,1,0,Enrolled
0,22,10.75,0,0,7,12,5,2,1,Dropout
1,19,11.1,0,0,0,10,10,1,0,Graduate
0,58,0.0,0,0,12,12,0,2,1,Dropout
0,19,11.62,0,1,2,12,10,1,0,Graduate
1,23,11.1,0,0,3,19,16,1,0,Graduate
0,19,11.33,0,1,5,12,7,1,0,Enrolled
0,18,13.98,0,0,0,15,15,0,0,Graduate
0,20,12.47,0,0,1,10,9,0,0,Graduate
0,18,0.0,0,0,12,12,0,2,1,Dropout
0,18,13.63,0,0,1,12,11,0,0,Graduate
0,18,11.7,1,1,0,10,10,1,0,Graduate
0,24,12.7,0,0,1,12,11,0,1,Dropout
0,18,11.6,0,0,2,12,10,1,1,Dropout
0,19,12.13,0,1,2,10,8,0,0,Enrolled
0,19,11.58,0,1,0,12,12,1,0,Graduate
0,18,11.08,0,0,0,12,12,1,0,Graduate
0,18,13.45,0,0,1,10,9,0,0,Enrolled
0,19,0.0,0,1,0,0,0,2,0,Graduate
0,22,12.42,0,0,2,12,10,0,0,Graduate
0,19,13.45,0,0,5,12,7,1,0,Enrolled
0,21,11.22,0,1,5,12,7,1,0,Enrolled
0,21,12.92,0,1,1,12,11,0,0,Graduate
0,18,12.91,0,1,2,16,14,0,0,Graduate
0,20,11.0,0,0,7,12,5,2,1,Dropout
0,18,10.92,0,1,1,12,11,1,0,Enrolled
0,19,15.58,0,0,0,12,12,0,0,Graduate
0,18,12.85,0,1,3,15,12,1,0,Enrolled
1,26,13.5,1,0,5,13,8,1,1,Dropout
0,19,12.25,1,0,7,11,4,2,0,Enrolled
0,35,12.33,0,0,0,12,12,0,0,Graduate
0,19,13.67,0,1,0,12,12,0,0,Graduate
1,18,12.16,0,0,1,10,9,0,0,Graduate
1,19,13.38,0,0,2,10,8,0,0,Graduate
1,25,11.83,0,0,0,34,34,1,0,Graduate
1,18,14.33,0,0,0,12,12,0,0,Graduate
1,26,0.0,1,0,12,12,0,2,1,Dropout
1,34,13.82,0,0,0,10,10,0,0,Graduate
1,18,0.0,0,0,10,10,0,2,1,Dropout
1,18,0.0,0,0,0,0,0,2,1,Dropout
1,18,12.29,0,1,3,10,7,1,1,Dropout
1,20,12.58,0,0,6,12,6,2,1,Dropout
1,25,12.56,0,0,1,16,15,0,0,Graduate
1,18,12.08,0,0,1,12,11,0,1,Dropout
1,19,12.15,0,0,1,24,23,0,0,Graduate
1,20,0.0,0,0,0,0,0,2,1,Dropout
1,20,11.58,0,1,1,13,12,1,0,Graduate
1,20,11.92,0,0,2,10,8,1,0,Enrolled
1,19,0.0,0,1,10,10,0,2,1,Dropout
1,20,12.5,0,0,1,10,9,0,0,Enrolled
1,18,13.01,0,0,3,15,12,1,0,Enrolled
1,19,11.25,0,0,7,12,5,2,0,Enrolled
1,20,0.0,0,0,10,10,0,2,1,Dropout
1,24,11.5,0,0,4,12,8,1,1,Dropout
1,20,12.58,0,0,1,12,11,0,0,Graduate
1,19,11.83,0,0,3,10,7,1,0,Enrolled
1,23,11.5,0,0,7,10,3,2,1,Dropout
1,20,11.12,0,0,1,12,11,1,0,Enrolled
1,21,12.6,0,0,3,22,19,1,0,Graduate
1,20,5.5,0,0,7,10,3,2,1,Dropout
1,21,13.72,0,0,2,10,8,0,0,Enrolled
1,18,14.83,0,1,0,12,12,0,0,Graduate
1,18,13.0,0,0,0,12,12,0,0,Graduate
1,18,11.7,0,0,1,10,9,1,0,Enrolled
1,20,11.55,0,0,3,12,9,1,0,Enrolled
1,18,11.81,0,1,0,12,12,1,0,Graduate
1,19,0.0,0,0,12,12,0,2,1,Dropout
1,20,12.25,0,0,4,10,6,1,0,Enrolled
1,19,12.3,0,0,1,10,9,0,0,Graduate
1,33,12.0,1,0,6,10,4,2,1,Dropout
1,21,13.33,0,0,0,23,23,0,0,Graduate
1,25,7.25,1,0,10,12,2,2,1,Dropout
1,20,6.6,0,1,8,12,4,2,1,Dropout
1,22,13.48,0,1,5,15,10,1,1,Dropout
0,39,11.29,0,0,2,12,10,1,0,Graduate
1,21,14.8,0,1,0,12,12,0,0,Graduate
0,19,12.28,0,1,2,12,10,0,0,Graduate
0,26,10.98,0,1,2,14,12,1,0,Graduate
0,19,11.12,0,1,3,12,9,1,0,Graduate
0,20,13.84,0,1,3,21,18,1,0,Graduate
0,25,11.74,0,1,1,12,11,1,0,Enrolled
1,24,0.0,0,0,12,12,0,2,1,Dropout
1,20,13.92,0,0,1,10,9,0,0,Graduate
1,29,14.81,0,0,0,12,12,0,0,Graduate
1,20,11.25,0,0,0,12,12,1,0,Graduate
1,20,10.62,0,0,6,12,6,2,1,Dropout
1,24,12.3,0,1,3,12,9,1,0,Graduate
1,24,0.0,1,0,14,14,0,2,1,Dropout
1,23,13.97,0,0,0,10,10,0,0,Graduate
1,20,14.14,0,0,0,15,15,0,0,Graduate
1,19,13.43,0,0,1,12,11,0,0,Graduate
1,28,12.17,0,0,1,12,11,0,0,Enrolled
1,20,13.02,0,1,1,12,11,0,0,Graduate
1,18,13.93,0,0,0,12,12,0,0,Graduate
1,20,6.0,1,0,11,12,1,2,1,Dropout
1,33,14.02,0,0,0,10,10,0,0,Graduate
0,35,12.09,0,0,4,14,10,1,0,Enrolled
0,27,12.46,0,0,2,16,14,0,0,Enrolled
0,19,11.5,0,0,6,12,6,2,1,Dropout
0,31,10.5,0,1,2,10,8,1,0,Enrolled
1,19,0.0,0,0,0,0,0,2,0,Graduate
1,22,13.5,0,0,0,25,25,0,0,Graduate
0,39,0.0,0,0,15,15,0,2,1,Dropout
1,22,0.0,0,0,7,7,0,2,1,Dropout
1,47,11.25,0,0,2,10,8,1,0,Enrolled
1,19,0.0,0,1,0,0,0,2,0,Graduate
0,19,13.92,0,0,0,12,12,0,0,Graduate
0,19,0.0,0,0,15,15,0,2,1,Dropout
0,21,14.14,0,1,0,34,34,0,0,Graduate
0,39,0.0,0,0,15,15,0,2,1,Dropout
1,19,13.58,0,0,0,23,23,0,0,Graduate
1,20,0.0,0,1,0,0,0,2,0,Enrolled
1,24,0.0,1,0,10,10,0,2,1,Dropout
1,27,5.0,0,0,9,10,1,2,1,Dropout
1,29,15.2,0,0,0,10,10,0,0,Graduate
1,20,6.4,0,0,8,12,4,2,1,Dropout
1,21,11.08,0,0,1,10,9,1,1,Dropout
1,18,0.0,0,0,0,0,0,2,0,Enrolled
1,19,12.83,0,0,2,16,14,0,0,Graduate
1,19,12.55,1,0,2,12,10,0,1,Dropout
1,28,11.2,0,1,4,10,6,1,0,Graduate
0,21,12.38,0,0,2,12,10,0,0,Graduate
0,23,11.33,1,0,2,16,14,1,1,Dropout
0,39,13.0,0,0,7,12,5,2,0,Enrolled
0,18,13.03,0,0,2,14,12,0,0,Graduate
0,59,11.96,0,0,2,12,10,1,0,Graduate
1,30,15.35,1,0,3,10,7,1,0,Enrolled
0,18,14.0,0,0,0,10,10,0,0,Graduate
